Particle ID,Particle Type,f1 Rough Peak Frequency (kHz)_0p8,f1 Rough Peak Frequency (kHz)_1p0,f1 Rough Peak Frequency (kHz)_3p0,f1 Rough Peak Frequency (kHz)_5p0,f1 Rough Peak Frequency (kHz)_7p0,f2 Rough Peak Frequency (kHz)_0p8,f2 Rough Peak Frequency (kHz)_1p0,f2 Rough Peak Frequency (kHz)_3p0,f2 Rough Peak Frequency (kHz)_5p0,f2 Rough Peak Frequency (kHz)_7p0,f3 Rough Peak Frequency (kHz)_0p8,f3 Rough Peak Frequency (kHz)_1p0,f3 Rough Peak Frequency (kHz)_3p0,f3 Rough Peak Frequency (kHz)_5p0,f3 Rough Peak Frequency (kHz)_7p0,f1 Peak Frequency (Hz)_0p8,f1 Peak Frequency (Hz)_1p0,f1 Peak Frequency (Hz)_3p0,f1 Peak Frequency (Hz)_5p0,f1 Peak Frequency (Hz)_7p0,f2 Peak Frequency (Hz)_0p8,f2 Peak Frequency (Hz)_1p0,f2 Peak Frequency (Hz)_3p0,f2 Peak Frequency (Hz)_5p0,f2 Peak Frequency (Hz)_7p0,f3 Peak Frequency (Hz)_0p8,f3 Peak Frequency (Hz)_1p0,f3 Peak Frequency (Hz)_3p0,f3 Peak Frequency (Hz)_5p0,f3 Peak Frequency (Hz)_7p0,f1 Radius (m)_0p8,f1 Radius (m)_1p0,f1 Radius (m)_3p0,f1 Radius (m)_5p0,f1 Radius (m)_7p0,f2 Radius (m)_0p8,f2 Radius (m)_1p0,f2 Radius (m)_3p0,f2 Radius (m)_5p0,f2 Radius (m)_7p0,f3 Radius (m)_0p8,f3 Radius (m)_1p0,f3 Radius (m)_3p0,f3 Radius (m)_5p0,f3 Radius (m)_7p0,Assumed Density (kg m^-3)_0p8,Assumed Density (kg m^-3)_1p0,Assumed Density (kg m^-3)_3p0,Assumed Density (kg m^-3)_5p0,Assumed Density (kg m^-3)_7p0,f1 Mass (kg)_0p8,f1 Mass (kg)_1p0,f1 Mass (kg)_3p0,f1 Mass (kg)_5p0,f1 Mass (kg)_7p0,f2 Mass (kg)_0p8,f2 Mass (kg)_1p0,f2 Mass (kg)_3p0,f2 Mass (kg)_5p0,f2 Mass (kg)_7p0,f3 Mass (kg)_0p8,f3 Mass (kg)_1p0,f3 Mass (kg)_3p0,f3 Mass (kg)_5p0,f3 Mass (kg)_7p0,f1 Damping (Hz)_0p8,f1 Damping (Hz)_1p0,f1 Damping (Hz)_3p0,f1 Damping (Hz)_5p0,f1 Damping (Hz)_7p0,f2 Damping (Hz)_0p8,f2 Damping (Hz)_1p0,f2 Damping (Hz)_3p0,f2 Damping (Hz)_5p0,f2 Damping (Hz)_7p0,f3 Damping (Hz)_0p8,f3 Damping (Hz)_1p0,f3 Damping (Hz)_3p0,f3 Damping (Hz)_5p0,f3 Damping (Hz)_7p0,f1 A Parameter (V^2 Hz^3)_0p8,f1 A Parameter (V^2 Hz^3)_1p0,f1 A Parameter (V^2 Hz^3)_3p0,f1 A Parameter (V^2 Hz^3)_5p0,f1 A Parameter (V^2 Hz^3)_7p0,f2 A Parameter (V^2 Hz^3)_0p8,f2 A Parameter (V^2 Hz^3)_1p0,f2 A Parameter (V^2 Hz^3)_3p0,f2 A Parameter (V^2 Hz^3)_5p0,f2 A Parameter (V^2 Hz^3)_7p0,f3 A Parameter (V^2 Hz^3)_0p8,f3 A Parameter (V^2 Hz^3)_1p0,f3 A Parameter (V^2 Hz^3)_3p0,f3 A Parameter (V^2 Hz^3)_5p0,f3 A Parameter (V^2 Hz^3)_7p0,f1 Conversion Factor (V m^-1)_0p8,f1 Conversion Factor (V m^-1)_1p0,f1 Conversion Factor (V m^-1)_3p0,f1 Conversion Factor (V m^-1)_5p0,f1 Conversion Factor (V m^-1)_7p0,f2 Conversion Factor (V m^-1)_0p8,f2 Conversion Factor (V m^-1)_1p0,f2 Conversion Factor (V m^-1)_3p0,f2 Conversion Factor (V m^-1)_5p0,f2 Conversion Factor (V m^-1)_7p0,f3 Conversion Factor (V m^-1)_0p8,f3 Conversion Factor (V m^-1)_1p0,f3 Conversion Factor (V m^-1)_3p0,f3 Conversion Factor (V m^-1)_5p0,f3 Conversion Factor (V m^-1)_7p0,Mean Voltage (V)_0p8,Mean Voltage (V)_1p0,Mean Voltage (V)_3p0,Mean Voltage (V)_5p0,Mean Voltage (V)_7p0,Minimum Voltage (V)_0p8,Minimum Voltage (V)_1p0,Minimum Voltage (V)_3p0,Minimum Voltage (V)_5p0,Minimum Voltage (V)_7p0,Maximum Voltage (V)_0p8,Maximum Voltage (V)_1p0,Maximum Voltage (V)_3p0,Maximum Voltage (V)_5p0,Maximum Voltage (V)_7p0,f1 Signal_0p8,f1 Signal_1p0,f1 Signal_3p0,f1 Signal_5p0,f1 Signal_7p0,f2 Signal_0p8,f2 Signal_1p0,f2 Signal_3p0,f2 Signal_5p0,f2 Signal_7p0,f3 Signal_0p8,f3 Signal_1p0,f3 Signal_3p0,f3 Signal_5p0,f3 Signal_7p0,Noise Floor_0p8,Noise Floor_1p0,Noise Floor_3p0,Noise Floor_5p0,Noise Floor_7p0,f1 Signal-to-noise Value_0p8,f1 Signal-to-noise Value_1p0,f1 Signal-to-noise Value_3p0,f1 Signal-to-noise Value_5p0,f1 Signal-to-noise Value_7p0,f2 Signal-to-noise Value_0p8,f2 Signal-to-noise Value_1p0,f2 Signal-to-noise Value_3p0,f2 Signal-to-noise Value_5p0,f2 Signal-to-noise Value_7p0,f3 Signal-to-noise Value_0p8,f3 Signal-to-noise Value_1p0,f3 Signal-to-noise Value_3p0,f3 Signal-to-noise Value_5p0,f3 Signal-to-noise Value_7p0
20250904_Particle21,Standard SiNP,36.0,50.7,91.5,91.5,91.5,91.5,91.5,143.9,143.9,144.0,166.7,178.7,179.3,179.3,179.3,36103.0,49550.0,91495.0,91517.0,91542.0,89930.0,90830.0,144106.0,144121.0,144258.0,167410.0,177390.0,179270.0,179334.0,179333.0,1.46e-07,1.28e-08,9.02e-08,8.54e-08,8.34e-08,2.45e-08,3.1e-08,7.71e-08,7.93e-08,7.89e-08,2.14e-09,1.46e-08,8.2e-08,7.79e-08,8.13e-08,1800,1800,1800,1800,1800,2.4e-17,1.58e-20,5.5e-18,4.69e-18,4.37e-18,1.1e-19,2.2e-19,3.45e-18,3.76e-18,3.7e-18,7.4e-23,2.4e-20,4.16e-18,3.57e-18,4.05e-18,830.0,11800.0,5020.0,8850.0,12690.0,4900.0,4900.0,5880.0,9530.0,13410.0,56400.0,10300.0,5530.0,9690.0,13010.0,2800000.0,214000000.0,5150000000.0,8120000000.0,10610000000.0,1980000000.0,3020000000.0,1871000000.0,3070000000.0,4280000000.0,67000000000.0,7100000000.0,7320000000.0,12130000000.0,16110000000.0,3100.0,186.0,26200.0,22800.0,21000.0,2300.0,4100.0,11500.0,12100.0,11900.0,103.0,1400.0,25800.0,23200.0,24600.0,0.088373438,0.090970382,0.090804912,0.091273606,0.091170177,0.059699237,0.060857207,0.080944292,0.082302988,0.081469245,0.1050148233771324,0.1031620576977729,0.1016644015908241,0.1021121516823768,0.1018187999725341,4.9358767e-11,7.553397e-12,6.4530475e-10,4.550572e-10,1.13864716e-10,1.2022952e-10,1.5441493e-10,6.7878564e-11,3.1695833e-11,2.8932263e-11,1.885442e-11,3.7058547e-11,2.1668915e-10,7.820864e-11,5.527966e-11,2.4215818e-13,2.4636478e-13,2.1202404e-13,2.1277503e-13,2.1260077e-13,203.82861,30.659403,3043.5452,2138.6775,535.57996,496.49167,626.77356,320.1456,148.96407,136.0873,77.85993,150.42145,1022.00275,367.56494,260.01627
20250904_Particle22,Standard SiNP,91.5,91.5,88.3,88.3,88.3,136.2,136.2,133.0,133.0,133.0,170.0,170.6,163.5,163.5,163.0,91690.0,91950.0,88403.0,88345.0,88374.0,136083.0,136094.0,132938.0,132857.0,132863.0,170067.0,170175.0,163580.0,163384.0,163373.0,7.6e-09,1.31e-08,1.57e-07,1.442e-07,1.318e-07,2.99e-07,2.38e-07,1.64e-07,1.403e-07,1.365e-07,1.85e-07,1.95e-07,1.47e-07,1.392e-07,1.279e-07,1800,1800,1800,1800,1800,3.3e-21,1.69e-20,2.92e-17,2.26e-17,1.73e-17,2e-16,1.02e-16,3.31e-17,2.08e-17,1.92e-17,4.8e-17,5.6e-17,2.39e-17,2.03e-17,1.58e-17,15900.0,11600.0,2890.0,5240.0,8020.0,404.0,630.0,2770.0,5380.0,7750.0,650.0,780.0,3090.0,5430.0,8270.0,70000000.0,57400000.0,1693000000.0,2910000000.0,4310000000.0,1588000000.0,1853000000.0,8740000000.0,15040000000.0,22570000000.0,4990000000.0,6110000000.0,22670000000.0,39000000000.0,59500000000.0,42.0,101.0,45000.0,38900.0,33400.0,310000.0,190000.0,112000.0,84000.0,82000.0,210000.0,230000.0,146000.0,133000.0,117000.0,0.3927630186080932,0.3922469913959503,0.2976065576076507,0.2982412576675415,0.2985979616641998,0.3809689879417419,0.3797029554843902,0.2830502688884735,0.2827260494232178,0.2847177684307098,0.4035264253616333,0.4036190807819366,0.3098073303699493,0.3094522058963775,0.3112432062625885,2.0780688e-11,2.2941893e-11,5.706885e-10,2.6610927e-10,3.9182896e-10,8.655068e-09,3.4335883e-09,1.231516e-09,4.3142387e-10,4.0827805e-10,8.74966e-09,6.4410797e-09,3.5386318e-09,1.027687e-09,5.333424e-10,2.2251825e-13,2.2232753e-13,2.188597e-13,2.1968918e-13,2.1994394e-13,93.38869,103.18962,2607.5542,1211.299,1781.4948,38895.992,15443.829,5626.966,1963.7921,1856.2823,39321.086,28971.129,16168.495,4677.914,2424.9016
20250904_Particle24,Standard SiNP,92.1,92.1,92.1,90.5,90.5,142.2,141.7,141.7,140.0,140.0,176.5,176.5,176.0,172.0,172.0,92078.0,91937.0,91860.0,90526.0,90613.0,142045.0,141859.0,141694.0,139705.0,139827.0,176534.0,176247.0,176015.0,172432.0,172569.0,9e-08,1.31e-07,2.16e-07,1.148e-07,1.03e-07,1.45e-07,1.75e-07,2.29e-07,1.164e-07,1.059e-07,1.56e-07,1.4e-07,2.23e-07,1.127e-07,1.039e-07,1800,1800,1800,1800,1800,5.5e-18,1.7e-17,7.6e-17,1.14e-17,8.2e-18,2.3e-17,4e-17,9.1e-17,1.19e-17,9e-18,2.8e-17,2.1e-17,8.4e-17,1.08e-17,8.5e-18,1340.0,1160.0,2100.0,6580.0,10270.0,830.0,860.0,1980.0,6490.0,9990.0,780.0,1080.0,2030.0,6700.0,10170.0,710000000.0,797000000.0,1758000000.0,6570000000.0,9740000000.0,561000000.0,654000000.0,1727000000.0,5730000000.0,8480000000.0,2080000000.0,2410000000.0,6450000000.0,22250000000.0,32800000000.0,19000.0,37000.0,88000.0,37100.0,30700.0,43000.0,61000.0,98000.0,35600.0,30300.0,96000.0,75000.0,179000.0,66000.0,57000.0,0.1611110270023346,0.1606267392635345,0.1597808301448822,0.1501262336969375,0.150728554,0.1522294878959655,0.1511950343847274,0.1510252058506012,0.1410048156976699,0.1410665810108184,0.1694139093160629,0.1690587997436523,0.168765441,0.1593472063541412,0.1591156125068664,7.394781e-10,1.1656329e-09,1.4631506e-09,4.234141e-10,3.6629358e-10,2.5111374e-10,6.02014e-10,5.551316e-10,1.4203053e-10,1.07508565e-10,1.612679e-09,8.3854484e-10,7.933245e-10,4.5512918e-10,3.4264924e-10,2.1138692e-13,2.1121665e-13,2.1050381e-13,2.0470523e-13,2.0489638e-13,3498.2205,5518.66,6950.708,2068.409,1787.7017,1187.9341,2850.2205,2637.157,693.82947,524.69727,7629.0386,3970.0698,3768.6943,2223.3394,1672.305
20250904_Particle25,Standard SiNP,89.9,90.5,90.5,90.5,90.5,138.9,138.9,139.5,139.0,139.0,174.9,175.4,176.0,175.5,175.0,90173.0,90288.0,90665.0,90721.0,90704.0,138733.0,139204.0,139509.0,139263.0,139181.0,174672.0,174987.0,175583.0,175389.0,175286.0,8.2e-08,1.07e-07,1.246e-07,1.212e-07,1.341e-07,9.3e-08,7.7e-08,1.4e-07,1.288e-07,1.451e-07,7.6e-08,8.2e-08,1.197e-07,1.066e-07,1.207e-07,1800,1800,1800,1800,1800,4.2e-18,9.2e-18,1.46e-17,1.34e-17,1.82e-17,6.2e-18,3.4e-18,2.08e-17,1.61e-17,2.3e-17,3.3e-18,4.2e-18,1.29e-17,9.1e-18,1.33e-17,1470.0,1420.0,3640.0,6230.0,7890.0,1290.0,1960.0,3230.0,5870.0,7290.0,1590.0,1840.0,3790.0,7090.0,8760.0,2060000000.0,1418000000.0,4900000000.0,6680000000.0,8050000000.0,1015000000.0,2168000000.0,3300000000.0,5550000000.0,6710000000.0,3390000000.0,4300000000.0,9690000000.0,18510000000.0,23110000000.0,27000.0,33000.0,49000.0,41700.0,47300.0,24000.0,21400.0,51000.0,42900.0,50600.0,29000.0,34000.0,63000.0,54000.0,65000.0,0.138335034,0.1354560703039169,0.1411677449941635,0.1401270180940628,0.1400103121995926,0.120886855,0.1169034093618393,0.1239130422472953,0.1236196905374527,0.1216434016823768,0.1537889093160629,0.1498363316059112,0.1537889093160629,0.1532022058963775,0.1514266282320022,2.3538473e-09,1.8018713e-09,1.1285305e-09,7.4355305e-10,3.5174877e-10,5.6378674e-10,6.449221e-10,5.473046e-10,2.1402845e-10,1.8467758e-10,9.225124e-10,8.001997e-10,4.4519743e-10,4.970649e-10,2.9589375e-10,2.0374882e-13,2.0428139e-13,2.0358544e-13,2.0366246e-13,2.0372609e-13,11552.692,8820.536,5543.277,3650.9087,1726.5769,2767.0676,3157.0283,2688.3289,1050.898,906.4994,4527.6943,3917.1443,2186.7842,2440.6309,1452.4098
20250904_Particle3,Standard SiNP,88.8,88.8,54.5,104.6,104.6,130.0,130.0,104.6,165.0,165.0,164.0,164.6,165.0,209.0,209.0,88918.0,88997.0,54859.0,105017.0,105152.0,131092.0,131141.0,104749.0,165007.0,165069.0,164508.0,164748.0,165123.0,209853.0,210168.0,2.62e-07,1.86e-07,1.15e-07,9.68e-08,9.96e-08,1.59e-07,2.14e-07,1.118e-07,1.005e-07,9.14e-08,1.21e-07,9.6e-08,1.078e-07,4.13e-08,4.62e-08,1800,1800,1800,1800,1800,1.36e-16,4.8e-17,1.15e-17,6.8e-18,7.4e-18,3e-17,7.4e-17,1.05e-17,7.7e-18,5.76e-18,1.35e-17,6.6e-18,9.5e-18,5.31e-19,7.4e-19,461.0,810.0,3940.0,7800.0,10620.0,760.0,710.0,4050.0,7520.0,11570.0,1000.0,1580.0,4200.0,18290.0,22900.0,777000000.0,762000000.0,8070000000.0,664000000000.0,917000000000.0,16590000000.0,15010000000.0,375000000000.0,47800000000.0,74400000000.0,3810000000.0,29430000000.0,27360000000.0,19250000000.0,25400000000.0,170000.0,74000.0,53000.0,265000.0,279000.0,280000.0,440000.0,343000.0,77000.0,67000.0,79000.0,122000.0,86000.0,8200.0,10000.0,0.6205829381942749,0.6180918,0.3345662355422973,0.3331127464771271,0.3326508104801178,0.5973412990570068,0.5874753,0.3019330501556396,0.3027359247207641,0.3021337687969208,0.6429039239883423,0.6424562,0.3884109556674957,0.387839675,0.3866508305072784,9.613778e-09,1.6727683e-09,4.7299613e-09,2.3802352e-08,2.0678238e-08,1.6444805e-08,3.5251908e-08,4.076822e-08,1.2612794e-09,4.782681e-10,2.8733957e-09,8.572034e-09,2.2286775e-09,3.8261495e-11,4.4394086e-11,1.6538196e-12,1.8308627e-12,2.2687806e-13,2.2752202e-13,2.2804423e-13,5813.0757,913.65027,20848.033,104615.59,90676.44,9943.53,19254.26,179692.22,5543.549,2097.2603,1737.43,4681.9644,9823.239,168.16612,194.67314
20250904_Particle4,Standard SiNP,93.7,92.6,92.6,92.6,92.6,144.0,143.5,143.5,143.5,143.5,179.0,177.0,177.0,177.0,177.0,93514.0,92844.0,92693.0,92682.0,92654.0,144748.0,143806.0,143490.0,143449.0,143386.0,179367.0,177452.0,177111.0,177039.0,176955.0,1.65e-07,1.34e-07,1.312e-07,1.187e-07,1.141e-07,1.64e-07,1.28e-07,1.263e-07,1.202e-07,1.134e-07,1.34e-07,1.05e-07,1.295e-07,1.166e-07,1.102e-07,1800,1800,1800,1800,1800,3.4e-17,1.81e-17,1.7e-17,1.26e-17,1.12e-17,3.3e-17,1.59e-17,1.52e-17,1.31e-17,1.1e-17,1.8e-17,8.7e-18,1.64e-17,1.2e-17,1.01e-17,730.0,1130.0,3460.0,6360.0,9260.0,740.0,1180.0,3590.0,6280.0,9320.0,900.0,1440.0,3500.0,6480.0,9600.0,604000000.0,1270000000.0,3710000000.0,6660000000.0,9390000000.0,950000000.0,1879000000.0,5690000000.0,10040000000.0,14110000000.0,2010000000.0,4060000000.0,11230000000.0,20070000000.0,28610000000.0,58000.0,50000.0,47000.0,39900.0,37000.0,72000.0,55000.0,54000.0,50000.0,44800.0,70000.0,54000.0,80000.0,67000.0,60000.0,0.1535060554742813,0.1463021486997604,0.1472739428281784,0.1477455049753189,0.1479964703321457,0.1431972533464431,0.136882409,0.1379168778657913,0.1374691128730774,0.1389513313770294,0.1626821905374527,0.1553792059421539,0.1561357527971267,0.1565526127815246,0.1564290970563888,3.1142942e-09,2.283771e-09,1.191994e-09,4.970378e-10,2.9621774e-10,1.9150574e-09,8.496338e-10,6.275372e-10,1.9858283e-10,2.0741873e-10,9.857002e-10,9.704619e-10,7.200603e-10,3.0074881e-10,1.9845929e-10,2.0582806e-13,2.035474e-13,2.0367907e-13,2.0386786e-13,2.0404632e-13,15130.562,11219.849,5852.3145,2438.039,1451.7181,9304.161,4174.1323,3081.0095,974.0762,1016.5277,4788.9497,4767.744,3535.2688,1475.2145,972.61884
20250904_Particle5,Standard SiNP,87.0,87.0,85.0,85.0,85.0,129.0,129.0,128.0,128.0,128.0,157.0,158.0,153.0,153.0,153.0,87427.0,87323.0,85319.0,85185.0,85073.0,129102.0,129162.0,128278.0,128129.0,128032.0,157566.0,157638.0,153678.0,153403.0,153171.0,2.45e-07,8.7e-08,1.68e-07,1.61e-07,1.543e-07,2.36e-07,1.66e-07,1.67e-07,1.66e-07,1.578e-07,1.68e-07,1.55e-07,1.72e-07,1.69e-07,1.67e-07,1800,1800,1800,1800,1800,1.11e-16,4.9e-18,3.6e-17,3.13e-17,2.77e-17,1e-16,3.5e-17,3.5e-17,3.47e-17,2.96e-17,3.6e-17,2.8e-17,3.86e-17,3.63e-17,3.49e-17,493.0,1740.0,2690.0,4700.0,6850.0,511.0,910.0,2720.0,4540.0,6700.0,720.0,970.0,2630.0,4470.0,6350.0,49300000.0,129200000.0,968000000.0,1617000000.0,2392000000.0,3430000000.0,4560000000.0,16100000000.0,27110000000.0,37600000000.0,4050000000.0,5730000000.0,11760000000.0,18870000000.0,26640000000.0,37000.0,6600.0,40000.0,36000.0,34100.0,280000.0,140000.0,158000.0,158000.0,142000.0,160000.0,140000.0,144000.0,136000.0,133000.0,0.5405686497688293,0.5419204235076904,0.3895525634288788,0.3874145150184631,0.3859206140041351,0.5182744860649109,0.5204360485076904,0.3683238625526428,0.3650661110877991,0.3650815486907959,0.5538167357444763,0.5568892359733582,0.404221237,0.4020751118659973,0.4011950492858886,5.258328e-10,4.856794e-11,4.2067388e-10,3.3451827e-10,2.1750737e-10,8.945807e-09,2.2586277e-09,3.533612e-09,1.8699615e-09,1.6244966e-09,3.940114e-09,2.535367e-09,1.6687343e-09,1.0336509e-09,4.452072e-10,2.3389282e-13,2.3520492e-13,2.2367805e-13,2.2457603e-13,2.2498127e-13,2248.1785,206.49203,1880.7115,1489.5547,966.7799,38247.46,9602.808,15797.76,8326.63,7220.586,16845.81,10779.396,7460.429,4602.6772,1978.8634
20250904_Particle6,Standard SiNP,94.3,91.5,91.5,91.5,91.0,155.8,144.0,144.0,144.0,144.0,170.0,180.0,180.0,180.0,180.0,93874.0,91049.0,91288.0,91281.0,91313.0,154963.0,144159.0,144270.0,144189.0,144154.0,169363.0,179615.0,180094.0,180087.0,180058.0,1.91e-08,2.01e-08,4.8e-08,5.87e-08,6.19e-08,3.01e-08,2.65e-08,6.86e-08,7.44e-08,8.35e-08,4.6e-08,2.48e-08,7.21e-08,8.03e-08,7.83e-08,1800,1800,1800,1800,1800,5.2e-20,6.1e-20,8.3e-19,1.52e-18,1.79e-18,2.1e-19,1.4e-19,2.43e-18,3.1e-18,4.39e-18,7.4e-19,1.16e-19,2.82e-18,3.9e-18,3.62e-18,6330.0,7500.0,9450.0,12870.0,17070.0,4020.0,5710.0,6610.0,10150.0,12670.0,2630.0,6100.0,6290.0,9410.0,13510.0,4150000000.0,12500000000.0,12010000000.0,15170000000.0,20000000000.0,798000000.0,3220000000.0,3310000000.0,4790000000.0,6110000000.0,4280000000.0,6480000000.0,6850000000.0,10250000000.0,14480000000.0,2030.0,3500.0,11300.0,14700.0,15900.0,2200.0,3100.0,12100.0,13300.0,16000.0,12000.0,3900.0,19300.0,22600.0,21600.0,0.094359465,0.088767,0.090002015,0.090083756,0.090356797,0.086209238,0.067311019,0.074752957,0.077686511,0.078103386,0.1024827063083648,0.099780753,0.099163167,0.099672675,0.098561019,3.72546e-10,7.198305e-10,3.1813951e-10,2.367446e-10,2.9186983e-10,2.1512037e-11,7.5435415e-11,7.334803e-11,4.793476e-11,5.342875e-11,2.4412078e-10,1.0363906e-10,1.2895585e-10,1.01015245e-10,4.9694204e-11,2.1626527e-13,2.1028089e-13,2.1132503e-13,2.1148586e-13,2.1171896e-13,1722.6344,3423.1853,1505.4512,1119.4347,1378.572,99.470604,358.73642,347.08633,226.65704,252.35695,1128.8025,492.8601,610.22516,477.6454,234.71777
20250904_Particle7,Standard SiNP,98.0,98.0,98.0,98.0,98.0,133.0,133.0,133.0,133.0,132.0,167.0,167.0,167.0,166.0,166.0,98118.0,98170.0,98430.0,98556.0,98610.0,133015.0,132846.0,132444.0,132324.0,132267.0,167235.0,167151.0,166576.0,166430.0,166291.0,7.4e-08,8.6e-08,1.114e-07,1.135e-07,1.083e-07,8.2e-08,9.6e-08,1.027e-07,1.094e-07,1.054e-07,6e-08,7.5e-08,1.033e-07,9.4e-08,9.66e-08,1800,1800,1800,1800,1800,3.1e-18,4.8e-18,1.04e-17,1.1e-17,9.6e-18,4.2e-18,6.6e-18,8.2e-18,9.9e-18,8.8e-18,1.6e-18,3.1e-18,8.3e-18,6.3e-18,6.8e-18,1630.0,1760.0,4070.0,6660.0,9770.0,1470.0,1580.0,4410.0,6900.0,10030.0,2020.0,2020.0,4390.0,8030.0,10940.0,29900000000.0,33600000000.0,86700000000.0,142900000000.0,199600000000.0,3740000000.0,3570000000.0,9580000000.0,16350000000.0,22550000000.0,3710000000.0,4140000000.0,9330000000.0,16190000000.0,22480000000.0,82000.0,105000.0,164000.0,169000.0,154000.0,36000.0,43000.0,46000.0,53000.0,49000.0,19000.0,28000.0,46000.0,39000.0,41100.0,0.186611921,0.1858270317316055,0.1827104687690735,0.1817339807748794,0.1809750199317932,0.1568768620491027,0.1562438309192657,0.1543601751327514,0.1550240814685821,0.1550240814685821,0.2327476590871811,0.2282547056674957,0.2230360656976699,0.2217236906290054,0.2260313779115677,1.5492752e-08,1.3934922e-08,1.0133794e-08,7.0274164e-09,4.637497e-09,1.88037e-09,1.6457066e-09,8.673192e-10,6.4266836e-10,3.7828887e-10,4.7252596e-10,5.421232e-10,5.3720034e-10,2.455859e-10,8.917465e-11,2.1798522e-13,2.1795669e-13,2.1746149e-13,2.1729451e-13,2.1713971e-13,71072.49,63934.36,46600.406,32340.516,21357.203,8626.136,7550.613,3988.3806,2957.5913,1742.145,2167.6973,2487.2979,2470.324,1130.1984,410.67865
20250904_Particle8,Standard SiNP,91.5,91.5,92.0,92.0,92.0,141.0,141.0,142.0,142.0,142.0,179.0,179.0,180.0,180.0,180.0,91061.0,91282.0,91849.0,92117.0,91788.0,140661.0,140929.0,141755.0,141977.0,142037.0,178170.0,178714.0,180132.0,180245.0,180163.0,1.91e-08,2.58e-08,5.64e-08,7.48e-08,5.44e-08,1.43e-08,2.18e-08,5.56e-08,6.89e-08,8.1e-08,1.38e-08,2.79e-08,8.99e-08,8.71e-08,9e-08,1800,1800,1800,1800,1800,5.3e-20,1.3e-19,1.35e-18,3.16e-18,1.22e-18,2.2e-20,7.8e-20,1.29e-18,2.47e-18,4.01e-18,2e-20,1.6e-19,5.5e-18,4.99e-18,5.49e-18,6300.0,5850.0,8040.0,10100.0,19400.0,8400.0,6940.0,8160.0,10960.0,13050.0,8800.0,5400.0,5040.0,8670.0,11750.0,20500000000.0,14000000000.0,9980000000.0,11700000000.0,28700000000.0,10200000000.0,6600000000.0,7160000000.0,10010000000.0,11900000000.0,15400000000.0,7560000000.0,10150000000.0,16730000000.0,21030000000.0,4500.0,6100.0,14200.0,21000.0,14700.0,1800.0,3000.0,11700.0,16500.0,21000.0,2000.0,5300.0,36500.0,34100.0,34500.0,0.1086877733469009,0.1090928763151168,0.1129212379455566,0.1125251501798629,0.11133524,0.062910691,0.070985675,0.095087081,0.096893527,0.094423167,0.1240365579724311,0.124901183,0.1233572140336036,0.1225234717130661,0.1223536282777786,7.965042e-10,7.526637e-10,5.513238e-10,2.672157e-10,2.5358612e-10,1.5536698e-10,8.8226294e-11,1.0653117e-10,1.2679917e-10,7.8734796e-11,6.7732014e-11,1.0477878e-10,3.695639e-10,1.129869e-10,1.12160385e-10,2.215795e-13,2.2156237e-13,2.1967008e-13,2.19861e-13,2.2042821e-13,3594.6655,3397.0737,2509.781,1215.3848,1150.425,701.17944,398.2007,484.95987,576.72424,357.19022,305.67816,472.90875,1682.3589,513.9015,508.82956
20250904_Particle9,Standard SiNP,88.3,88.8,87.0,87.0,87.0,131.3,131.5,130.0,130.0,130.0,160.7,161.0,158.0,159.0,159.0,88430.0,88698.0,87658.0,87599.0,87486.0,131628.0,131934.0,131095.0,131150.0,131084.0,160565.0,160922.0,159028.0,158939.0,158726.0,1.49e-07,1.76e-07,1.69e-07,1.484e-07,1.485e-07,1.69e-07,1.5e-07,1.71e-07,1.63e-07,1.488e-07,1.44e-07,1.33e-07,1.94e-07,1.55e-07,1.558e-07,1800,1800,1800,1800,1800,2.5e-17,4.1e-17,3.67e-17,2.47e-17,2.47e-17,3.6e-17,2.6e-17,3.77e-17,3.27e-17,2.48e-17,2.3e-17,1.8e-17,5.5e-17,2.79e-17,2.85e-17,810.0,860.0,2670.0,5090.0,7120.0,710.0,1010.0,2650.0,4630.0,7110.0,840.0,1130.0,2330.0,4880.0,6790.0,106500000.0,144600000.0,905000000.0,1606000000.0,2310000000.0,4980000000.0,6520000000.0,16940000000.0,28450000000.0,44500000000.0,7090000000.0,9080000000.0,19660000000.0,34900000000.0,48200000000.0,20000.0,29000.0,39000.0,30700.0,31100.0,175000.0,142000.0,171000.0,156000.0,137000.0,150000.0,132000.0,237000.0,155000.0,156000.0,0.4308885633945465,0.4327834546566009,0.3978902995586395,0.3983832597732544,0.3977397382259369,0.4141489863395691,0.4157547056674957,0.3830379247665405,0.3835628628730774,0.3839025497436523,0.4498764872550964,0.4528100490570068,0.415090799,0.4153687059879303,0.4144732058048248,2.4202382e-10,7.662334e-10,3.3660338e-10,1.9688384e-10,1.5342146e-10,8.094548e-09,5.916809e-09,4.844702e-09,1.7604606e-09,9.764691e-10,4.7592867e-09,2.9320026e-09,4.4627386e-09,1.5270816e-09,1.1600352e-09,2.2015155e-13,2.2095186e-13,2.2082205e-13,2.2021972e-13,2.2050657e-13,1099.351,3467.8748,1524.3197,894.0337,695.7682,36768.074,26778.723,21939.395,7994.11,4428.2993,21618.23,13269.87,20209.66,6934.3545,5260.774
